% px	py	px_measured	py_measured	px_true	py_true	0.00985559	-0.00985559	0	0	0	0
97.4986	18.7138	97.5286	18.727	97.45	18.506
97.4572	18.7138	97.5333	18.1735	97.45	18.506
98.2142	18.3693	98.2105	18.3739	98.3198	18.0049
98.2383	18.375	98.4162	18.1556	98.3198	18.0049
99.04	17.3868	99.0363	17.357	99.2049	17.503
99.0419	17.4219	98.9782	17.2949	99.2049	17.503
99.9834	16.9673	99.9969	16.9882	100.117	17.0001
100.066	16.9817	100.441	16.9521	100.117	17.0001
101.192	16.5362	101.204	16.5368	101.065	16.497
101.16	16.5317	101.169	16.4353	101.065	16.497
102.377	16.3915	102.387	16.3992	102.063	15.9949
102.29	16.3818	102.081	15.8359	102.063	15.9949
103.009	15.399	103.003	15.353	103.119	15.4967
102.97	15.4537	102.776	15.1195	103.119	15.4967
104.094	15.2483	104.114	15.2708	104.244	15.0064
104.048	15.2389	103.905	14.7607	104.244	15.0064
105.531	14.4728	105.541	14.4412	105.447	14.5293
105.479	14.4669	105.316	14.0026	105.447	14.5293
106.817	14.0293	106.831	14.0482	106.737	14.0724
106.764	14.0114	106.439	14.2401	106.737	14.0724
108.08	13.6599	108.084	13.6604	108.122	13.644
108.087	13.6612	108.131	13.6844	108.122	13.644
109.531	13.5725	109.534	13.5714	109.606	13.2536
109.489	13.5669	109.388	13.1556	109.606	13.2536
111.057	12.6106	111.063	12.5814	111.196	12.9118
111.143	12.6522	111.426	12.9557	111.196	12.9118
112.903	12.4661	112.913	12.4877	112.893	12.6299
112.906	12.4505	112.797	12.8241	112.893	12.6299
114.79	12.5488	114.801	12.5506	114.699	12.4195
114.8	12.5531	114.916	12.3187	114.699	12.4195
116.68	12.1209	116.687	12.1035	116.611	12.2921
116.72	12.1311	116.871	12.0659	116.611	12.2921
118.942	11.9928	118.953	12.0009	118.628	12.2586
118.925	11.9956	118.85	12.4063	118.628	12.2586
120.697	12.2905	120.695	12.2918	120.743	12.3289
120.742	12.2947	120.934	12.1905	120.743	12.3289
123.546	12.8311	123.568	12.8297	122.95	12.5114
123.454	12.817	123.142	12.7694	122.95	12.5114
124.905	12.7758	124.894	12.7743	125.242	12.8125
125.008	12.7883	125.376	12.9964	125.242	12.8125
127.84	13.3183	127.853	13.3273	127.609	13.2365
127.767	13.3152	127.506	13.153	127.609	13.2365
129.947	13.7056	129.947	13.6963	130.042	13.7853
130.023	13.7128	130.334	13.781	130.042	13.7853
132.092	14.5014	132.092	14.507	132.53	14.458
132.16	14.5073	132.447	14.3423	132.53	14.458
135.058	15.0509	135.074	15.0475	135.066	15.2513
135.054	15.0435	135.127	14.6575	135.066	15.2513
137.558	16.2004	137.561	16.2147	137.639	16.1592
137.588	16.1979	137.653	16.5145	137.639	16.1592
140.325	17.0163	140.331	17.008	140.242	17.1733
140.333	17.0176	140.305	17.5379	140.242	17.1733
142.887	17.9862	142.888	17.9918	142.868	18.2829
142.84	17.9808	142.626	18.1458	142.868	18.2829
145.387	19.1607	145.392	19.1617	145.51	19.4754
145.467	19.172	145.789	19.3785	145.51	19.4754
148.243	20.4741	148.251	20.4754	148.163	20.7364
148.228	20.4735	148.146	20.9376	148.163	20.7364
150.681	22.1112	150.686	22.1142	150.825	22.0502
150.667	22.1087	150.649	21.8148	150.825	22.0502
153.416	23.4939	153.422	23.4909	153.491	23.3999
153.402	23.4889	153.466	22.9115	153.491	23.3999
156.041	24.8065	156.047	24.8084	156.159	24.7682
156.034	24.8072	156.009	25.0678	156.159	24.7682
158.892	26.0291	158.905	26.0308	158.827	26.1372
158.913	26.0323	159.014	26.1903	158.827	26.1372
161.412	27.4225	161.412	27.4256	161.493	27.4891
161.444	27.4305	161.529	27.8454	161.493	27.4891
163.624	28.7707	163.625	28.7683	164.155	28.8064
163.735	28.7903	164.116	29.315	164.155	28.8064
166.811	30.203	166.828	30.2062	166.809	30.0721
166.768	30.1927	166.748	29.7121	166.809	30.0721
169.099	31.3712	169.097	31.3717	169.452	31.2706
169.121	31.3752	169.345	30.7063	169.452	31.2706
172.16	32.3405	172.175	32.3404	172.079	32.3873
172.158	32.3359	172.135	32.6666	172.079	32.3873
174.644	33.4544	174.643	33.4625	174.685	33.4095
174.626	33.4533	174.474	33.9157	174.685	33.4095
177.025	34.2072	177.03	34.2009	177.261	34.3262
177.043	34.2085	177.211	33.8467	177.261	34.3262
180.13	35.1359	180.145	35.1423	179.799	35.1289
180.02	35.119	179.543	35.4767	179.799	35.1289
182.592	35.7561	182.599	35.753	182.292	35.8114
182.502	35.737	182.047	36.2626	182.292	35.8114
184.731	36.5084	184.732	36.5155	184.73	36.37
184.732	36.5111	184.833	36.1451	184.73	36.37
186.938	36.9475	186.946	36.9404	187.103	36.804
187.003	36.9591	187.296	36.9375	187.103	36.804
189.459	37.3986	189.465	37.4052	189.401	37.1147
189.487	37.4064	189.738	36.951	189.401	37.1147
191.73	37.5686	191.735	37.5631	191.615	37.3064
191.7	37.5599	191.682	37.1147	191.615	37.3064
